Task,Seed,P,Epoch,Train_Loss,Test_Loss,LLC,Order_Parameter
addition,43,113,5700,4.1468018707746523e-07,31.095626831054688,364.89892578125,0.03511851653456688
addition,43,113,5800,0.0003022632736247033,23.048702239990234,361.9071044921875,0.035199493169784546
addition,43,113,5900,0.0020209334325045347,16.3742733001709,458.9173278808594,0.035528913140296936
addition,43,113,6000,0.000980590470135212,17.693317413330078,454.94976806640625,0.035855334252119064
addition,43,113,6100,0.0003706627758219838,19.536285400390625,438.17022705078125,0.03611835464835167
addition,43,113,6200,0.00013651212793774903,21.39841651916504,454.42315673828125,0.03627375140786171
addition,43,113,6300,5.0165734137408435e-05,23.2431583404541,446.86505126953125,0.03638248145580292
addition,43,113,6400,1.8396433006273583e-05,25.034151077270508,458.8456115722656,0.036480613052845
addition,43,113,6500,6.9670531956944615e-06,26.742229461669922,501.83233642578125,0.03658895939588547
addition,43,113,6600,2.755721880021156e-06,28.293701171875,501.5489196777344,0.036683060228824615
addition,43,113,6700,1.215809447785432e-06,29.612735748291016,479.0018615722656,0.03685111925005913
addition,43,113,6800,6.442590461119835e-07,30.53834342956543,456.4268493652344,0.036987531930208206
addition,43,113,6900,4.546759839740844e-07,30.816722869873047,427.5563659667969,0.03712218999862671
addition,43,113,7000,3.9756136516189144e-07,30.67168426513672,356.2734069824219,0.037289950996637344
addition,43,113,7100,0.00041675419197417796,25.564897537231445,344.3930358886719,0.037565603852272034
addition,43,113,7200,0.0018424782902002335,16.336658477783203,450.43853759765625,0.03796344995498657
addition,43,113,7300,0.0012643084628507495,16.831884384155273,469.2740783691406,0.03824181854724884
addition,43,113,7400,0.00048328886623494327,18.597803115844727,471.2831726074219,0.03866741433739662
addition,43,113,7500,0.00017848264542408288,20.412668228149414,482.41241455078125,0.03903353586792946
addition,43,113,7600,6.510358798550442e-05,22.224096298217773,532.6846923828125,0.03937877342104912
addition,43,113,7700,2.3943381165736355e-05,23.99994468688965,537.5668334960938,0.03963427618145943
addition,43,113,7800,8.999845704238396e-06,25.714807510375977,581.6934814453125,0.03983331844210625
addition,43,113,7900,3.498240403132513e-06,27.304607391357422,580.4636840820312,0.040000975131988525
addition,43,113,8000,1.4611063079428277e-06,28.695945739746094,574.7003784179688,0.04013189300894737
addition,43,113,8100,7.281101943590329e-07,29.747314453125,549.9584350585938,0.04024215415120125
addition,43,113,8200,4.765258552197338e-07,30.210670471191406,524.46044921875,0.04033845663070679
addition,43,113,8300,3.956627381285216e-07,30.156875610351562,434.2555847167969,0.040423717349767685
addition,43,113,8400,0.0005411001620814204,19.712453842163086,396.8258056640625,0.040522340685129166
addition,43,113,8500,0.0015640263445675373,16.185043334960938,464.6581115722656,0.04124724864959717
addition,43,113,8600,0.0006331137265078723,17.769521713256836,466.5917663574219,0.04187740758061409
addition,43,113,8700,0.00023631252406630665,19.52128791809082,453.7635192871094,0.042320579290390015
addition,43,113,8800,8.662549953442067e-05,21.286291122436523,482.2328186035156,0.04260898754000664
addition,43,113,8900,3.166442911606282e-05,23.031383514404297,532.6115112304688,0.042799267917871475
addition,43,113,9000,1.1707670637406409e-05,24.719844818115234,543.1068725585938,0.042924124747514725
addition,43,113,9100,4.490286755753914e-06,26.313947677612305,559.8181762695312,0.043043117970228195
addition,43,113,9200,1.8406766457701451e-06,27.745555877685547,579.7832641601562,0.04311602562665939
addition,43,113,9300,8.683599617143045e-07,28.879579544067383,550.181396484375,0.04315769299864769
addition,43,113,9400,5.02826537740475e-07,29.5667724609375,515.0298461914062,0.04315610229969025
addition,43,113,9500,3.9289258779717784e-07,29.649080276489258,476.0956115722656,0.04315757751464844
addition,43,113,9600,4.353784106569947e-07,29.40997314453125,443.7796936035156,0.043179918080568314
addition,43,113,9700,0.00027522430173121393,22.433408737182617,345.67303466796875,0.043504420667886734
addition,43,113,9800,0.0018145411740988493,15.59886646270752,454.73370361328125,0.04388432577252388
addition,43,113,9900,0.000905127206351608,16.714946746826172,463.5966796875,0.04449137672781944
addition,43,113,10000,0.0003455770784057677,18.37775421142578,454.48199462890625,0.044975899159908295
addition,43,113,10100,0.0001282289158552885,20.084678649902344,470.0328674316406,0.045314326882362366
addition,43,113,10200,4.719830758403987e-05,21.797574996948242,509.5940856933594,0.045565005391836166
addition,43,113,10300,1.742675158311613e-05,23.49357795715332,540.0289916992188,0.04577694088220596
addition,43,113,10400,6.593679245270323e-06,25.127899169921875,602.9464111328125,0.04594896361231804
addition,43,113,10500,2.619052111185738e-06,26.63783073425293,593.5067749023438,0.04607381671667099
addition,43,113,10600,1.1551154557309928e-06,27.939067840576172,595.6776733398438,0.04615779221057892
addition,43,113,10700,6.020223395353241e-07,28.883655548095703,559.5324096679688,0.046180360019207
addition,43,113,10800,4.3310626551829046e-07,29.24883270263672,505.4727478027344,0.04616719111800194
addition,43,113,10900,4.298070166441903e-07,29.070755004882812,496.340087890625,0.0461571179330349
addition,43,113,11000,0.000378345197532326,19.8284969329834,399.3070983886719,0.04621696099638939
addition,43,113,11100,0.0015230081044137478,15.701770782470703,500.5279235839844,0.0467095747590065
addition,43,113,11200,0.0006344866123981774,17.231876373291016,543.5374755859375,0.047014061361551285
addition,43,113,11300,0.0002401558740530163,18.964515686035156,569.7850952148438,0.04726140573620796
addition,43,113,11400,8.849554433254525e-05,20.722023010253906,616.1141967773438,0.047379426658153534
addition,43,113,11500,3.2569885661359876e-05,22.474985122680664,742.086669921875,0.0474751852452755
addition,43,113,11600,1.2169060937594622e-05,24.19434928894043,811.2846069335938,0.04756045341491699
addition,43,113,11700,4.658174930227688e-06,25.821617126464844,845.3573608398438,0.04765363037586212
addition,43,113,11800,1.9203255305910716e-06,27.287948608398438,854.3807983398438,0.04770435765385628
addition,43,113,11900,8.787246201791277e-07,28.46445655822754,813.5648803710938,0.04775330796837807
addition,43,113,12000,5.146229682395642e-07,29.153827667236328,688.9405517578125,0.04782326519489288
addition,43,113,12100,0.0007490393472835422,18.311447143554688,457.0938415527344,0.048644982278347015
addition,43,113,12200,0.0014373647281900048,15.942901611328125,530.5811157226562,0.04860732704401016
addition,43,113,12300,0.0005663051852025092,17.529315948486328,544.0297241210938,0.048774972558021545
addition,43,113,12400,0.00020933272026013583,19.253223419189453,578.8710327148438,0.04895495995879173
addition,43,113,12500,7.637069938937202e-05,20.98487091064453,610.736083984375,0.04913732036948204
addition,43,113,12600,2.790283724607434e-05,22.69727897644043,687.912353515625,0.04934973642230034
addition,43,113,12700,1.0367281902290415e-05,24.358219146728516,723.7843627929688,0.04951313138008118
addition,43,113,12800,3.9724609450786375e-06,25.909753799438477,819.14697265625,0.04967643693089485
addition,43,113,12900,1.6450242128485115e-06,27.295671463012695,797.75830078125,0.04983934760093689
addition,43,113,13000,7.799334298397298e-07,28.366365432739258,764.392822265625,0.049976225942373276
addition,43,113,13100,4.5794413949806767e-07,28.92557144165039,665.3482666015625,0.05008455738425255
addition,43,113,13200,3.655024727322598e-07,28.92648696899414,579.9615478515625,0.05016857758164406
addition,43,113,13300,0.0002836074272636324,23.245418548583984,355.33807373046875,0.05033585801720619
addition,43,113,13400,0.0014233858091756701,15.696998596191406,444.69635009765625,0.05064478889107704
addition,43,113,13500,0.0007699987618252635,16.57451820373535,473.5082092285156,0.05109698697924614
addition,43,113,13600,0.00029327653464861214,18.219802856445312,460.83428955078125,0.05134393274784088
addition,43,113,13700,0.00010827912046806887,19.916927337646484,506.6551208496094,0.05154998227953911
addition,43,113,13800,3.968694363720715e-05,21.617361068725586,553.6275024414062,0.051676079630851746
addition,43,113,13900,1.46422262332635e-05,23.289962768554688,584.0771484375,0.0518561527132988
addition,43,113,14000,5.545641215576325e-06,24.88624382019043,636.8048706054688,0.05200391635298729
addition,43,113,14100,2.2225187876756536e-06,26.34410858154297,654.9617309570312,0.052189916372299194
addition,43,113,14200,9.922066510625882e-07,27.56645393371582,630.4351806640625,0.05232417583465576
addition,43,113,14300,5.405813112702162e-07,28.3721981048584,584.8141479492188,0.05245057865977287
addition,43,113,14400,3.8831720416965254e-07,28.5875186920166,520.3684692382812,0.05259033665060997
addition,43,113,14500,3.917720903245936e-07,28.43573760986328,493.03546142578125,0.05276401713490486
addition,43,113,14600,0.00046590817510150373,18.632503509521484,392.8410339355469,0.05293888971209526
addition,43,113,14700,0.0014634162653237581,15.323644638061523,461.6246032714844,0.05343378707766533
addition,43,113,14800,0.0005934267537668347,16.841400146484375,488.7990417480469,0.05402837321162224
addition,43,113,14900,0.00022382682072930038,18.519941329956055,491.8731384277344,0.05435718968510628
addition,43,113,15000,8.268463716376573e-05,20.22991943359375,531.5768432617188,0.054589204490184784
addition,43,113,15100,3.0417537345783785e-05,21.937244415283203,573.66845703125,0.054775796830654144
addition,43,113,15200,1.1306223314022645e-05,23.608810424804688,623.0361328125,0.054897528141736984
addition,43,113,15300,4.362736945040524e-06,25.19113540649414,623.5919189453125,0.05500055477023125
addition,43,113,15400,1.7919346646522172e-06,26.61212921142578,679.587158203125,0.05511515215039253
addition,43,113,15500,8.316945354636118e-07,27.753442764282227,598.5657348632812,0.055211666971445084
addition,43,113,15600,4.834666924580233e-07,28.400922775268555,549.4757690429688,0.05530226603150368
addition,43,113,15700,3.880059580296802e-07,28.463592529296875,528.0060424804688,0.05544191598892212
addition,43,113,15800,3.957249816721742e-07,28.22559928894043,531.3148803710938,0.05563294142484665
addition,43,113,15900,0.0006489866063930094,17.704261779785156,419.8416442871094,0.055667877197265625
addition,43,113,16000,0.0014914165949448943,15.14261245727539,479.2408142089844,0.056271038949489594
addition,43,113,16100,0.0005960250273346901,16.581865310668945,500.0623474121094,0.056684710085392
addition,43,113,16200,0.00022450735559687018,18.155353546142578,525.8865356445312,0.05703490227460861
addition,43,113,16300,8.296034502563998e-05,19.762868881225586,549.8929443359375,0.057265814393758774
addition,43,113,16400,3.05843168462161e-05,21.37403106689453,598.7042846679688,0.05745796486735344
addition,43,113,16500,1.1389669452910312e-05,22.956649780273438,681.33740234375,0.05760859698057175
addition,43,113,16600,4.38287497672718e-06,24.459394454956055,679.1560668945312,0.05774811655282974
addition,43,113,16700,1.800774157345586e-06,25.82223892211914,684.9810180664062,0.05789758265018463
addition,43,113,16800,8.435843028564705e-07,26.941558837890625,642.3157348632812,0.0580277293920517
addition,43,113,16900,4.799496196028485e-07,27.66817283630371,556.2975463867188,0.058150094002485275
addition,43,113,17000,0.0026486024726182222,25.824398040771484,343.91009521484375,0.05860644206404686
addition,43,113,17100,0.0012536835856735706,15.67193603515625,460.86279296875,0.059095799922943115
addition,43,113,17200,0.0011327988468110561,15.435615539550781,504.76318359375,0.059662848711013794
addition,43,113,17300,0.0004359392623882741,17.038528442382812,538.8165283203125,0.06013362854719162
addition,43,113,17400,0.00016137173224706203,18.711637496948242,547.515625,0.06044016033411026
addition,43,113,17500,5.9061567299067974e-05,20.392024993896484,611.1845092773438,0.06068573147058487
addition,43,113,17600,2.1666295651812106e-05,22.052404403686523,678.32373046875,0.060857366770505905
addition,43,113,17700,8.106626410153694e-06,23.65402603149414,774.8363647460938,0.0610058456659317
addition,43,113,17800,3.1707431844552048e-06,25.140335083007812,811.1240234375,0.061168916523456573
addition,43,113,17900,1.338411266260664e-06,26.449949264526367,767.918212890625,0.06128677725791931
addition,43,113,18000,6.710266688969568e-07,27.425464630126953,752.333740234375,0.061414361000061035
addition,43,113,18100,4.165476923390088e-07,27.886878967285156,600.575439453125,0.06151678040623665
addition,43,113,18200,3.5653843610816693e-07,27.839279174804688,563.6154174804688,0.0616411454975605
addition,43,113,18300,0.0006019598222337663,17.449464797973633,413.5946960449219,0.06214132532477379
addition,43,113,18400,0.0013645616127178073,14.99596881866455,478.9273376464844,0.0628219023346901
addition,43,113,18500,0.0005418986547738314,16.48175811767578,487.1748962402344,0.06367895007133484
addition,43,113,18600,0.00020312868582550436,18.091537475585938,555.3684692382812,0.06425871700048447
addition,43,113,18700,7.463284418918192e-05,19.71945571899414,630.8888549804688,0.06459247320890427
addition,43,113,18800,2.741249045357108e-05,21.336740493774414,687.5601806640625,0.06481265276670456
addition,43,113,18900,1.0194261449214537e-05,22.91516876220703,724.8035888671875,0.06498344987630844
addition,43,113,19000,3.950673544750316e-06,24.4012451171875,768.67724609375,0.06509373337030411
addition,43,113,19100,1.6313291553160525e-06,25.7331600189209,736.8125610351562,0.06514392793178558
addition,43,113,19200,7.752957458251331e-07,26.787260055541992,710.4448852539062,0.06521075963973999
addition,43,113,19300,4.592513960233191e-07,27.408037185668945,614.1126098632812,0.06531143188476562
addition,43,113,19400,0.0007798207807354629,24.86513900756836,352.7599182128906,0.0652579814195633
addition,43,113,19500,0.0011695011053234339,15.42125129699707,462.6473083496094,0.06596911698579788
addition,43,113,19600,0.0009059630683623254,15.523765563964844,532.24951171875,0.06661096960306168
addition,43,113,19700,0.0003474223194643855,17.088743209838867,562.086181640625,0.06699544936418533
addition,43,113,19800,0.0001281637669308111,18.715152740478516,624.0810546875,0.06726482510566711
addition,43,113,19900,4.697870463132858e-05,20.34309959411621,732.130859375,0.06746350228786469
addition,43,113,20000,1.721021362754982e-05,21.94365882873535,857.1730346679688,0.06764420866966248
addition,43,113,20100,6.528253834403586e-06,23.47413444519043,900.5949096679688,0.06784089654684067
addition,43,113,20200,2.5697499950183555e-06,24.88355827331543,1039.6737060546875,0.06801176071166992
addition,43,113,20300,1.1170494644829887e-06,26.090255737304688,913.2660522460938,0.0682048425078392
addition,43,113,20400,5.685628252649622e-07,26.934701919555664,879.6408081054688,0.06839560717344284
addition,43,113,20500,3.8442655636572454e-07,27.248886108398438,718.5851440429688,0.06858562678098679
addition,43,113,20600,0.00033974656253121793,19.222475051879883,382.6629333496094,0.06902817636728287
addition,43,113,20700,0.001548800733871758,14.510762214660645,488.8526916503906,0.06997717916965485
addition,43,113,20800,0.0006771849584765732,15.751120567321777,503.20269775390625,0.07066230475902557
addition,43,113,20900,0.00025517799076624215,17.32286834716797,553.395263671875,0.0712060034275055
addition,43,113,21000,9.367503662360832e-05,18.92923927307129,662.84375,0.07155831158161163
addition,43,113,21100,3.427740739425644e-05,20.52914810180664,717.6876220703125,0.07186117768287659
addition,43,113,21200,1.2682369742833544e-05,22.09515953063965,799.7691040039062,0.07215961068868637
addition,43,113,21300,4.83617850477458e-06,23.57918930053711,807.5216674804688,0.07243899255990982
addition,43,113,21400,1.9585161226132186e-06,24.927980422973633,851.7717895507812,0.07268542796373367
addition,43,113,21500,8.84638268416893e-07,26.028076171875,755.0048217773438,0.07292084395885468
addition,43,113,21600,4.865169671575131e-07,26.724557876586914,696.7169799804688,0.07315322011709213
addition,43,113,21700,3.5641392059915233e-07,26.88944435119629,595.394287109375,0.07336625456809998
addition,43,113,21800,0.0002546195755712688,21.486013412475586,374.1307678222656,0.07405755668878555
addition,43,113,21900,0.0014816069742664695,14.410446166992188,476.0606994628906,0.07451286166906357
addition,43,113,22000,0.0008144794264808297,15.190876960754395,539.6630249023438,0.07525141537189484
addition,43,113,22100,0.00031233744812197983,16.691612243652344,606.3535766601562,0.07580973953008652
addition,43,113,22200,0.00011594222451094538,18.25700569152832,671.2025756835938,0.07620459049940109
addition,43,113,22300,4.2536441469565034e-05,19.82870101928711,789.4475708007812,0.07654695212841034
addition,43,113,22400,1.5754802006995305e-05,21.381589889526367,893.3292236328125,0.07682545483112335
addition,43,113,22500,5.973296993033728e-06,22.86643409729004,967.4984741210938,0.07710128277540207
addition,43,113,22600,2.373537654420943e-06,24.23421859741211,1063.8201904296875,0.07739055156707764
addition,43,113,22700,1.036684352584416e-06,25.383625030517578,1089.3465576171875,0.07768247276544571
addition,43,113,22800,5.536538765227306e-07,26.162185668945312,883.2048950195312,0.07802662998437881
addition,43,113,22900,3.7197651181486435e-07,26.43657684326172,714.3251342773438,0.07831979542970657
addition,43,113,23000,0.0004918065387755632,17.1099853515625,424.1994323730469,0.07909237593412399
addition,43,113,23100,0.001205038744956255,14.355360984802246,517.2053833007812,0.0799655094742775
addition,43,113,23200,0.0004837895685341209,15.715627670288086,553.9002075195312,0.08080747723579407
addition,43,113,23300,0.00018033561354968697,17.23134994506836,605.9327392578125,0.08136415481567383
addition,43,113,23400,6.610222044400871e-05,18.77218246459961,666.2499389648438,0.08171988278627396
addition,43,113,23500,2.4331027816515416e-05,20.305173873901367,774.7854614257812,0.08199692517518997
addition,43,113,23600,9.028947715705726e-06,21.789644241333008,871.4584350585938,0.08223900943994522
addition,43,113,23700,3.490676817818894e-06,23.185123443603516,852.5551147460938,0.08246350288391113
addition,43,113,23800,1.4554726703863707e-06,24.421716690063477,868.5181884765625,0.08269589394330978
addition,43,113,23900,6.968605248403037e-07,25.352689743041992,898.82177734375,0.08295144885778427
addition,43,113,24000,4.221813583171752e-07,25.847700119018555,763.1866455078125,0.08323749899864197
addition,43,113,24100,0.0002658658486325294,20.804378509521484,347.1354064941406,0.08449932187795639
addition,43,113,24200,0.0012520812451839447,14.092937469482422,436.2911071777344,0.08530114591121674
addition,43,113,24300,0.0006484240875579417,14.879180908203125,446.3204040527344,0.08657515048980713
addition,43,113,24400,0.0002440809621475637,16.311052322387695,458.5228576660156,0.08760172873735428
addition,43,113,24500,8.947905007516965e-05,17.787660598754883,484.72265625,0.08830032497644424
addition,43,113,24600,3.265273699071258e-05,19.260631561279297,508.4924011230469,0.08885365724563599
addition,43,113,24700,1.2047269592585508e-05,20.69822883605957,529.73291015625,0.08930665999650955
addition,43,113,24800,4.58338217868004e-06,22.05517578125,545.0949096679688,0.08964947611093521
addition,43,113,24900,1.8528774035075912e-06,23.275253295898438,549.4530639648438,0.090001679956913
addition,43,113,25000,8.424015618402336e-07,24.252288818359375,512.2442626953125,0.09035903960466385
addition,43,113,25100,4.7266630076592264e-07,24.851558685302734,446.23175048828125,0.0907011479139328
addition,43,113,25200,3.4069572052430885e-07,25.003185272216797,399.7917175292969,0.09107567369937897
addition,43,113,25300,0.0003440651053097099,20.631010055541992,316.9924011230469,0.09277485311031342
addition,43,113,25400,0.0013067873660475016,13.444623947143555,409.0548400878906,0.09351803362369537
addition,43,113,25500,0.0007749296491965652,13.964930534362793,432.2669372558594,0.09480118751525879
addition,43,113,25600,0.00029590720077976584,15.297622680664062,464.7587890625,0.09596435725688934
addition,43,113,25700,0.00010933519661193714,16.681930541992188,473.0909118652344,0.09691134840250015
addition,43,113,25800,4.007889947388321e-05,18.070377349853516,503.08380126953125,0.09769847989082336
addition,43,113,25900,1.4772324902878609e-05,19.433504104614258,511.9987487792969,0.0983806699514389
addition,43,113,26000,5.585169219557429e-06,20.73598861694336,582.0633544921875,0.09900334477424622
addition,43,113,26100,2.239762125100242e-06,21.92176628112793,598.22607421875,0.09957475960254669
addition,43,113,26200,9.911794904837734e-07,22.90801239013672,577.095458984375,0.10012383759021759
addition,43,113,26300,5.197275072532648e-07,23.571197509765625,492.88555908203125,0.10061439871788025
addition,43,113,26400,3.535192831805034e-07,23.829736709594727,439.19512939453125,0.10104720294475555
addition,43,113,26500,0.00024881711578927934,17.579055786132812,340.96826171875,0.10191545635461807
addition,43,113,26600,0.0014033474726602435,12.607728004455566,415.51300048828125,0.1032581552863121
addition,43,113,26700,0.0006633205921389163,13.474603652954102,447.2217712402344,0.10519470274448395
addition,43,113,26800,0.0002513159124646336,14.74282455444336,461.3444519042969,0.10641860961914062
addition,43,113,26900,9.253031021216884e-05,16.04494857788086,493.7157287597656,0.10733520984649658
addition,43,113,27000,3.39446596626658e-05,17.333097457885742,562.3040161132812,0.10813552141189575
addition,43,113,27100,1.2545669960672967e-05,18.58698272705078,583.075439453125,0.10889656096696854
addition,43,113,27200,4.767704012920149e-06,19.76305389404297,600.0054321289062,0.10956569015979767
addition,43,113,27300,1.9334604530740762e-06,20.817487716674805,587.6023559570312,0.1101861298084259
addition,43,113,27400,8.820859989100427e-07,21.65696907043457,625.458251953125,0.11079657077789307
addition,43,113,27500,4.7462714292123565e-07,22.17386817932129,530.214599609375,0.11138667166233063
addition,43,113,27600,3.3303894042546744e-07,22.31003761291504,454.7197265625,0.11178185790777206
addition,43,113,27700,0.0003295745700597763,18.588722229003906,310.227783203125,0.11297910660505295
addition,43,113,27800,0.001130143878981471,11.993471145629883,396.7539978027344,0.1141069233417511
addition,43,113,27900,0.0006865248433314264,12.338064193725586,423.533935546875,0.11634472757577896
addition,43,113,28000,0.0002630545641295612,13.418073654174805,452.9156188964844,0.11794892698526382
addition,43,113,28100,9.749651508172974e-05,14.542116165161133,455.1974792480469,0.11914382129907608
addition,43,113,28200,3.5682729503605515e-05,15.666115760803223,488.732666015625,0.12006140500307083
addition,43,113,28300,1.3208996278990526e-05,16.760690689086914,511.36474609375,0.12082727998495102
addition,43,113,28400,5.0021681090584025e-06,17.787933349609375,553.5390014648438,0.1214887797832489
addition,43,113,28500,2.019022986132768e-06,18.700990676879883,526.9125366210938,0.12208787351846695
addition,43,113,28600,9.089470154322044e-07,19.425893783569336,489.5734558105469,0.12266422808170319
addition,43,113,28700,4.888824491899868e-07,19.8748779296875,431.48663330078125,0.12307056784629822
addition,43,113,28800,3.417228526814142e-07,20.02726936340332,412.75177001953125,0.12340603768825531
addition,43,113,28900,0.0006070745876058936,12.055492401123047,344.5037536621094,0.1243792250752449
addition,43,113,29000,0.001016506110318005,10.71012020111084,382.5906066894531,0.12671473622322083
addition,43,113,29100,0.0003975684812758118,11.64164924621582,377.0870056152344,0.12821444869041443
addition,43,113,29200,0.00014643145550508052,12.641641616821289,372.4204406738281,0.12932473421096802
addition,43,113,29300,5.3243202273733914e-05,13.628247261047363,370.9134521484375,0.13024169206619263
addition,43,113,29400,1.9416929717408493e-05,14.565606117248535,362.22216796875,0.13106386363506317
addition,43,113,29500,7.207086127891671e-06,15.42885971069336,408.18408203125,0.1318250447511673
addition,43,113,29600,2.8057086183252977e-06,16.18060874938965,368.712646484375,0.13255411386489868
addition,43,113,29700,1.1843728771054884e-06,16.764610290527344,360.54425048828125,0.13328398764133453
addition,43,113,29800,5.86646422107151e-07,17.083696365356445,277.0868225097656,0.13400976359844208
addition,43,113,29900,3.623277109454648e-07,17.11884307861328,236.2634735107422,0.13447850942611694
addition,43,113,30000,0.00241232686676085,15.979422569274902,207.2861328125,0.13580487668514252
addition,43,113,30100,0.0008310828707180917,9.365843772888184,282.9406433105469,0.136667400598526
addition,43,113,30200,0.0008031449397094548,8.887649536132812,295.9083251953125,0.13933026790618896
addition,43,113,30300,0.00030712608713656664,9.475469589233398,279.7820739746094,0.14164426922798157
addition,43,113,30400,0.00011259417078690603,10.07238483428955,262.6910095214844,0.14346016943454742
addition,43,113,30500,4.0875846025301144e-05,10.615498542785645,243.0523681640625,0.1449623554944992
addition,43,113,30600,1.4883617041050456e-05,11.079092025756836,228.6741180419922,0.1463160216808319
